222 2
  76  405 0
  68  396 0
  75  394 0
  84  397 0
  86  405 0
  86  415 0
  74  415 0
  66  417 0
  64  409 0
  56  406 0
  55  306 0
  46  293 0
  55  293 0
  67  293 0
  66  303 0
  45  286 0
  54  284 0
  63  286 0
  75  285 0
  75  295 0
 174  355 0
 174  369 0
 166  369 0
 166  353 0
 154  365 0
 154  357 0
 144  356 0
 142  366 0
 163  366 0
 155  345 0
 199  279 0
 188  279 0
 183  266 0
 197  260 0
 196  272 0
 186  266 0
 195  265 0
 206  266 0
 206  274 0
 204  256 0
 328  336 0
 327  343 0
 312  335 0
 314  344 0
 305  344 0
 302  333 0
 317  325 0
 324  325 0
 302  325 0
 313  317 0
 395  407 0
 387  407 0
 384  392 0
 393  397 0
 394  403 0
 387  403 0
 386  385 0
 394  385 0
 404  394 0
 406  403 0
 444  311 0
 433  309 0
 437  304 0
 445  303 0
 436  298 0
 444  296 0
 435  284 0
 443  284 0
 455  294 0
 455  303 0
 216  257 0
 229  259 0
 230  267 0
 226  271 0
 211  278 0
 203  276 0
 205  270 0
 212  268 0
 214  268 0
 220  264 0
 209  261 0
 224  267 0
 220  271 0
 217  274 0
  75  289 0
  84  291 0
  91  294 0
  96  299 0
  91  301 0
  85  303 0
  75  305 0
  67  306 0
  62  297 0
  82  297 0
  83  289 0
  89  289 0
  90  290 0
 158  351 0
 170  351 0
 185  354 0
 193  361 0
 180  364 0
 170  365 0
 160  363 0
 172  361 0
  93  397 0
 104  400 0
 112  404 0
 114  410 0
 112  413 0
 101  414 0
  83  414 0
  92  409 0
  97  408 0
 402  400 0
 378  404 0
 368  403 0
 364  391 0
 372  386 0
 380  386 0
 379  396 0
 386  398 0
 397  398 0
 327  339 0
 323  330 0
 321  319 0
 330  316 0
 339  316 0
 338  327 0
 341  333 0
 328  338 0
 326  332 0
 332  327 0
 332  326 0
 421  301 0
 415  301 0
 412  294 0
 419  284 0
 425  288 0
 431  293 0
 435  294 0
 182  327 0
 174  315 0
 187  307 0
 204  303 0
 207  309 0
 200  322 0
 209  327 0
 270  316 0
 252  325 0
 230  327 0
 233  318 0
 252  331 0
 255  338 0
 238  361 0
 229  356 0
 242  357 0
 285  370 0
 299  370 0
 326  371 0
 345  373 0
 333  380 0
 312  386 0
 270  394 0
 254  378 0
 257  371 0
 383  336 0
 387  360 0
 395  352 0
 379  335 0
 414  333 0
 397  354 0
 376  336 0
 401  322 0
 374  296 0
 344  296 0
 314  294 0
 291  285 0
 256  285 0
 288  272 0
 312  275 0
 356  283 0
 327  286 0
 300  294 0
 286  333 0
 157  310 0
 124  316 0
 124  298 0
 153  285 0
 124  293 0
 115  308 0
  77  340 0
  77  354 0
  98  364 0
  86  381 0
  90  388 0
 166  403 0
 166  388 0
 183  383 0
 203  382 0
 222  393 0
 233  384 0
 234  375 0
 220  363 0
 310  371 0
 307  361 0
 273  324 0
 250  336 0
 238  330 0
 252  316 0
 238  322 0
 247  323 0
 248  330 0
 237  333 0
 224  331 0
 228  322 0
 240  325 0
 244  326 0
 235  330 0
 226  325 0
 227  319 0
 232  319 0
