200 2
  27   54 0
  26   44 0
  27   40 0
  42   37 0
  41   43 0
  42   50 0
  53   50 0
  55   48 0
  37   43 0
  36   52 0
  29   49 0
  39   43 0
  51   45 0
  51   50 0
  43   55 0
  33   58 0
  29   50 0
  35   45 0
  48   42 0
  50   41 0
  64   32 0
  68   42 0
  64   46 0
  58   39 0
  56   39 0
  58   36 0
  66   42 0
  60   41 0
  44   41 0
  35   41 0
  36   36 0
  47   35 0
  60   34 0
  69   91 0
  40   88 0
  77   75 0
  89   57 0
  54   71 0
  39  -31 0
  34  -43 0
  34  -52 0
  37  -60 0
  42  -54 0
  48  -44 0
  41  -40 0
  42  -36 0
  53  -39 0
  57  -53 0
  62  -37 0
  49  -35 0
  44  -45 0
  56  -45 0
  58  -45 0
  56  -57 0
  53  -53 0
  49  -53 0
  47  -57 0
  44  -61 0
  36  -60 0
  46  -60 0
  54  -59 0
  61  -56 0
  65  -48 0
  67  -39 0
  53  -35 0
  38  -36 0
  38  -48 0
  38  -62 0
  56  -64 0
  64  -59 0
  63  -52 0
 -42  -29 0
 -52  -34 0
 -55  -37 0
 -50  -38 0
 -53  -44 0
 -41  -44 0
 -28  -39 0
 -39  -37 0
 -30  -39 0
 -45  -37 0
 -53  -36 0
 -44  -42 0
 -40  -17 0
 -41  -13 0
 -50  -13 0
 -36  -28 0
 -44  -22 0
 -46  -19 0
 -52  -16 0
 -57  -28 0
 -44  -29 0
 -50  -22 0
 -55  -18 0
 -59  -30 0
 -60  -42 0
 -47  -51 0
 -43  -53 0
 -85  106 0
 -84   93 0
 -77   80 0
 -66   60 0
 -57   53 0
 -57   61 0
 -54   63 0
 -53   68 0
 -61   77 0
 -66   87 0
 -65   97 0
 -70  112 0
 -73  115 0
 -79  109 0
 -77   94 0
 -71   86 0
 -66   76 0
 -61   69 0
 -52   59 0
 -49   58 0
 -44   61 0
 -45   64 0
 -47   71 0
 -52   79 0
 -59   91 0
 -62  100 0
 -73  109 0
 -76  110 0
 -74   98 0
 -66   84 0
 -61   71 0
 -55   61 0
 -47   61 0
 -60   55 0
 -64   60 0
 -71   73 0
 -75   86 0
 -81  109 0
 -83  113 0
 -72  120 0
 -66   98 0
 -60   89 0
 -58   79 0
 -55   68 0
 -50   64 0
 -46   59 0
 -47   58 0
 -53   53 0
 -70   70 0
 -73   80 0
 -84   99 0
 -87  105 0
 -85  112 0
 -75  116 0
 -68  109 0
 -70  103 0
 -64   95 0
 -60   90 0
  66   63 0
  65   68 0
  63   77 0
  44   72 0
  51   61 0
  62   61 0
  73   54 0
  82   63 0
 -58   68 0
 -60   74 0
 -73  102 0
 -73  104 0
  54  -40 0
  48  -42 0
  54  -46 0
  51  -50 0
  50  -56 0
  55  -60 0
  64  -45 0
  58  -36 0
  46  -32 0
  46  -39 0
  54  -50 0
  60  -44 0
  43  -46 0
  39  -47 0
 -57   54 0
 -54   68 0
 -56   74 0
 -58  -52 0
 -63  -50 0
 -68  -57 0
 -55  -57 0
 -45  -56 0
 -45  -62 0
 -59  -66 0
 -42  -63 0
 -35  -55 0
 -36  -47 0
 -50  -48 0
 -62  -59 0
 -66  -64 0
 -52  -66 0
 -47  -65 0
