200 2
0.6280852 0.8610878
-0.2837987 0.7675115
1.863518 -0.09402247
-1.173522 0.3312145
-0.0034826 0.9473216
0.820963 -0.09923
-1.559701 -0.5820911
0.1634968 -0.7017379
-0.3196762 0.4377523
0.598084 0.3430967
0.1031078 0.2935718
1.543186 0.5770935
1.812469 0.5059738
0.1711198 -0.5456146
0.09157174 0.8751228
-2.105506 -0.08569528
0.3092276 -1.515118
0.5335095 -2.006344
1.513368 2.155188
-1.059681 0.1600876
1.296381 -0.6138026
-1.085171 -0.7556565
-0.1920123 0.974596
-0.9962343 0.3441869
-1.484681 -0.02206807
-0.8320487 -1.200835
-0.427841 0.5651457
-0.6898905 1.709322
1.101515 1.483870
-0.3209084 -0.603449
0.7053465 -0.9321874
1.930939 0.6692579
0.4098126 -1.002808
-1.674890 0.08225597
-1.004406 -2.921850
-0.6062304 -0.2296787
0.5682741 -1.091072
-0.2524494 -0.6030683
0.5575264 0.2111625
-1.540006 -0.6350455
0.4705633 0.1809258
0.6408982 0.9774122
-1.952327 -0.5847771
-0.1974060 0.1590628
-0.9334218 0.3507573
0.6289809 1.367169
-0.744803 -0.4007465
-1.145034 -0.0723499
-2.573118 -0.1910699
1.657041 1.032403
3.894881 0.3615302
3.272139 0.4709927
6.506172 -2.23735
5.333871 0.1471091
2.957479 -0.2687104
4.780688 -0.461387
3.978692 0.05621393
4.335741 1.590702
4.363313 -1.861903
3.340669 -1.140070
4.407669 0.8365621
3.174292 0.1033169
4.249813 -0.8410251
4.596678 0.8530548
5.503497 1.233803
4.699958 -0.1256929
3.462607 0.4175973
5.462466 0.4058034
3.286326 0.4041989
5.190494 -0.2894881
5.39248 -2.589111
4.646431 -1.913552
2.910917 0.8232771
4.507278 -0.7527227
5.392326 -0.09174224
3.757826 1.440407
5.541087 0.5905368
3.325563 2.344067
5.706108 1.295382
3.628103 0.3079903
1.593416 -0.4121608
3.26029 -0.4854542
3.536852 -0.08523046
4.436107 0.902472
5.676021 -0.7878951
1.665711 -0.2396687
4.453725 0.9240778
4.563159 -1.825235
4.700676 0.03581056
5.505275 -0.1839262
3.344511 0.5475294
2.811737 0.4419248
4.026081 -0.3221172
3.715555 -0.6922244
3.647367 1.205005
5.046353 0.5252141
1.950107 -0.5111314
4.349889 -0.8863902
4.425842 0.7701763
3.176719 0.0774784
0.1797203 6.267736
0.329445 4.688177
1.671932 5.539665
1.361908 7.001347
0.1083369 6.303722
-0.2265310 5.634378
1.412172 7.168423
-0.4923201 4.733329
1.626222 4.805385
0.5831361 4.792055
-1.835617 5.490699
-0.4049057 6.669922
-0.6322253 5.661041
-1.03832 6.496219
1.361546 6.247988
1.723935 6.013911
1.971064 7.117102
0.9958232 6.286456
1.786333 7.09809
3.095075 5.893607
1.396394 5.18315
-0.1884996 5.152831
1.996274 5.603331
0.4516626 5.700844
1.670457 7.905091
0.5484216 4.216290
-0.2786196 8.477738
1.299561 5.732039
1.142814 6.230535
0.754176 7.214822
0.1247802 6.578767
4.153803 5.157708
1.691671 6.287196
2.004745 5.717324
0.06706497 5.900221
1.779787 5.451345
0.6720725 7.645553
0.2861576 7.903162
1.628605 5.907503
0.74838 7.401488
1.689008 7.068924
2.314274 6.534035
-0.1640245 7.272948
1.627757 6.233585
1.082332 6.021064
-0.3391587 6.26824
0.4873338 6.091295
2.101121 6.074364
-0.5135987 5.646858
-0.2807388 6.847991
3.74066 7.07059
5.306523 6.631918
7.035563 8.359353
5.487092 8.082768
4.587183 7.928518
6.008543 5.287261
3.833074 7.541103
4.574262 6.223689
5.394348 6.244273
2.015973 6.034024
4.948459 8.071967
4.202471 8.098815
4.703502 5.943886
6.872957 7.904887
6.765004 6.609692
5.912945 7.349759
3.980956 7.717129
6.952923 7.204444
4.424543 6.324905
6.721654 5.976676
6.659973 7.92577
5.496564 8.153938
5.782499 6.620636
7.172092 7.366265
3.993883 5.762036
5.998928 6.341161
5.545209 5.030441
3.811121 6.920886
4.796092 5.890364
3.334208 7.279358
4.506717 6.721933
5.83459 6.057477
7.855366 7.259471
6.764989 6.338518
3.751678 7.884735
3.484498 7.05887
4.752966 6.874256
4.782603 7.814721
3.419851 7.346425
5.734782 7.567536
7.069004 6.854011
5.866532 6.28578
3.608083 7.72509
4.186904 5.139018
4.205693 4.564825
4.612954 8.07062
4.634801 6.838321
3.177806 7.640225
3.519546 5.109077
4.238302 6.722708
