100 2
  76  405 0
  68  396 0
  75  394 0
  84  397 0
  86  405 0
  86  415 0
  74  415 0
  66  417 0
  64  409 0
  56  406 0
  55  306 0
  46  293 0
  55  293 0
  67  293 0
  66  303 0
  45  286 0
  54  284 0
  63  286 0
  75  285 0
  75  295 0
 174  355 0
 174  369 0
 166  369 0
 166  353 0
 154  365 0
 154  357 0
 144  356 0
 142  366 0
 163  366 0
 155  345 0
 199  279 0
 188  279 0
 183  266 0
 197  260 0
 196  272 0
 186  266 0
 195  265 0
 206  266 0
 206  274 0
 204  256 0
 328  336 0
 327  343 0
 312  335 0
 314  344 0
 305  344 0
 302  333 0
 317  325 0
 324  325 0
 302  325 0
 313  317 0
 395  407 0
 387  407 0
 384  392 0
 393  397 0
 394  403 0
 387  403 0
 386  385 0
 394  385 0
 404  394 0
 406  403 0
 444  311 0
 433  309 0
 437  304 0
 445  303 0
 436  298 0
 444  296 0
 435  284 0
 443  284 0
 455  294 0
 455  303 0
 335  186 0
 335  196 0
 335  203 0
 326  203 0
 326  193 0
 315  197 0
 315  207 0
 315  187 0
 327  184 0
 316  175 0
 448  184 0
 447  197 0
 433  197 0
 434  184 0
 422  184 0
 425  195 0
 416  195 0
 432  174 0
 442  174 0
 425  174 0
 468   84 0
 455   84 0
 445   84 0
 437   84 0
 434   74 0
 445   73 0
 456   74 0
 464   74 0
 444   68 0
 454   64 0
