100	2
 102  224 0
 102  214 0
 103  209 0
 109  212 0
 114  216 0
 115  220 0
 115  233 0
 111  233 0
 109  228 0
 108  224 0
 113  225 0
 104  217 0
 100  220 0
  92  222 0
  95  228 0
  97  230 0
 106  232 0
 112  236 0
 110  237 0
 106  239 0
 105  239 0
  96  240 0
  93  237 0
  91  233 0
  91  225 0
  91  218 0
  91  215 0
  92  212 0
  97  212 0
 105  211 0
 107  212 0
 117  202 0
 103  191 0
 125  185 0
 108  178 0
 113  167 0
 128  164 0
 144  170 0
 108  155 0
 124  148 0
 115  145 0
 116  137 0
 126  129 0
 133  128 0
 127  143 0
 141  145 0
 139  150 0
 134  152 0
 136  143 0
 135  137 0
 125  138 0
 123  134 0
 131  125 0
 132  115 0
 138  123 0
 138  126 0
 142  128 0
 141  131 0
 136  134 0
 132  137 0
 121  133 0
 116  132 0
 116  123 0
 122  123 0
 127  124 0
 138  127 0
 142  127 0
 143  135 0
 146  140 0
 143  144 0
 130  151 0
 124  151 0
 118  148 0
 116  143 0
 112  137 0
 116  131 0
 116  125 0
 117  119 0
 120  118 0
 127  117 0
 136  122 0
 141  129 0
 147  129 0
 146  134 0
 145  126 0
 141  120 0
 137  117 0
 139  113 0
 147  118 0
 144  113 0
 141  110 0
 134  110 0
 130  108 0
 131  104 0
 134  102 0
 141  102 0
 145  101 0
 140  109 0
 145  109 0
 149  109 0
