110	2
  60  126 0
  56  124 0
  68  116 0
  61  117 0
  53  115 0
  64  113 0
  69  112 0
  75  123 0
  63  125 0
  65  120 0
 -51  106 0
 -56  105 0
 -60   98 0
 -46   95 0
 -51  101 0
 -58   99 0
 -58   94 0
 -55   92 0
 -47   97 0
 -47   90 0
 -47   88 0
 -53   90 0
 -60   85 0
 -62   85 0
 -62   80 0
 -51   83 0
 -56   90 0
 -65   95 0
 -52   81 0
 -50   97 0
 -69  -38 0
 -86  -54 0
 -74  -54 0
 -76  -39 0
 -76  -38 0
 -87  -40 0
 -79  -48 0
 -75  -48 0
 -76  -45 0
 -83  -52 0
 -72  -53 0
 -68  -46 0
 -71  -42 0
 -83  -39 0
 -84  -46 0
 -81  -48 0
 -82  -56 0
 -88  -56 0
 -90  -52 0
 -78  -47 0
  60  -44 0
  53  -49 0
  60  -51 0
  62  -48 0
  57  -45 0
  57  -55 0
  62  -55 0
  70  -53 0
  70  -50 0
  68  -47 0
  55   49 0
  47   45 0
  47   41 0
  55   40 0
  54   44 0
  54   48 0
  58   44 0
  64   43 0
  70   51 0
  61   51 0
  59   59 0
  51   56 0
  44   53 0
  40   48 0
  52   43 0
  56   43 0
  64   48 0
  68   54 0
  52   61 0
  56   45 0
  58  -61 0
  65  -47 0
  66  -52 0
  52  -59 0
  54  -58 0
  65  -60 0
  81  -56 0
 -48   40 0
 -12   68 0
  26   52 0
  30   18 0
  -8    7 0
 -34  -18 0
  -9  -34 0
  19  -29 0
  26  -12 0
  34   90 0
 -13   96 0
 -13   40 0
  20   31 0
 -69   18 0
 -16   25 0
  50   21 0
  52  -23 0
 -10  -49 0
  21   88 0
  64   84 0
 -36   54 0
 -31   54 0
 -49    8 0
