600 2
  29   98 0
  34   98 0
  32   97 0
  30   96 0
  29   94 0
  34   95 0
  32   94 0
  31   92 0
  30   93 0
  28   97 0
  34   97 0
  34   92 0
  27   87 0
  28   93 0
  34   91 0
  42   95 0
  34   84 0
  28   87 0
  33   89 0
  37   90 0
  32   90 0
  33   88 0
  42   80 0
  51   92 0
  27   90 0
  19   87 0
  25   86 0
  38   85 0
  41   89 0
  43   85 0
  38   78 0
  28   82 0
  22   90 0
  22   97 0
  23  101 0
  24  102 0
  33  107 0
  37  104 0
  41   98 0
  31  103 0
  35   96 0
  39   92 0
  40   91 0
  43   93 0
  40   81 0
  31   78 0
  15   78 0
  30  104 0
  25  101 0
  23   92 0
  16   86 0
  16   94 0
  20   99 0
  20   90 0
  20   84 0
  23   80 0
  25   78 0
  25   82 0
  22   74 0
  18   78 0
  28   74 0
  30   76 0
  32   77 0
  33   81 0
  38   88 0
  40   96 0
  38  108 0
  34  102 0
  35  100 0
  37   99 0
  38  102 0
  29  109 0
  28  107 0
  23  102 0
  20  100 0
  16   89 0
  15   85 0
  18   95 0
  21   97 0
  20   89 0
  20   86 0
  25   81 0
  29   84 0
  30   87 0
  26   93 0
  25   98 0
  18   93 0
  28   80 0
  32   76 0
  37   74 0
  38   76 0
  40   83 0
  43   92 0
  44   86 0
  45   88 0
  47   92 0
  46   96 0
  43  100 0
  41  104 0
  26  105 0
  21   71 0
  33   68 0
  41   69 0
  42   71 0
  44   77 0
  49   93 0
  51  100 0
  47  105 0
  44  109 0
  35  111 0
  22  103 0
  19  103 0
  25  108 0
  45  105 0
  49   96 0
  51   87 0
  51   79 0
  46   85 0
  45   81 0
  43   75 0
  43   73 0
  47   76 0
  47   80 0
  49   78 0
  45   71 0
  39   67 0
  36   71 0
  30   69 0
  31   72 0
  33   77 0
  32   72 0
  33   78 0
  38   80 0
  36   82 0
  19   67 0
  18   71 0
  18   77 0
  13   92 0
  17   97 0
  23  109 0
  25  111 0
  37  111 0
  46  108 0
  51   98 0
  53   90 0
  55   78 0
  52   71 0
  44   69 0
  45   68 0
  36   63 0
  31   64 0
  29   67 0
  11   77 0
  11   94 0
  17  107 0
  23  112 0
  34  115 0
  46  111 0
  58  104 0
  46  116 0
  58  100 0
  57   92 0
  57   86 0
  58   70 0
  57   66 0
  45   63 0
  41   62 0
  35   60 0
  34   61 0
  27   65 0
  11   80 0
  10   93 0
   7  103 0
  10  107 0
  16   98 0
  13   91 0
   9   84 0
  11   79 0
  21   74 0
  25   76 0
  23   73 0
  30   66 0
  36   66 0
  55   83 0
  59   94 0
  53  111 0
  46  121 0
  36  122 0
  26  115 0
  25  115 0
  37  117 0
  48  110 0
  51   95 0
  55   91 0
  55  102 0
  55  105 0
  57  100 0
  61   91 0
  57   80 0
  22   60 0
  19  242 0
  27  244 0
  41  241 0
  45  238 0
  39  231 0
  31  234 0
  30  240 0
  37  241 0
  36  248 0
  30  252 0
  23  250 0
  27  246 0
  33  246 0
  24  245 0
  27  238 0
  36  236 0
  28  231 0
  30  237 0
  33  233 0
  35  234 0
  36  239 0
  33  242 0
  24  238 0
  27  230 0
  32  228 0
  37  229 0
  41  236 0
  34  244 0
  19  232 0
  21  227 0
  32  223 0
  42  232 0
  46  240 0
  47  246 0
  46  249 0
  44  249 0
  43  250 0
  38  241 0
  40  233 0
  42  242 0
  43  233 0
  41  229 0
  33  222 0
  25  225 0
  18  233 0
   9  240 0
  10  220 0
  17  213 0
  23  209 0
  25  226 0
  21  219 0
  20  211 0
  24  209 0
  31  205 0
  35  207 0
  40  206 0
  45  205 0
  52  216 0
  51  232 0
  38  217 0
  37  214 0
  39  216 0
  43  228 0
  43  225 0
  42  218 0
  33  217 0
  29  214 0
  25  220 0
  23  227 0
  17  230 0
  10  229 0
  10  233 0
  17  239 0
  11  244 0
  15  246 0
  17  248 0
  15  232 0
  14  229 0
  12  232 0
  14  220 0
  25  216 0
  29  219 0
  31  222 0
  38  226 0
  42  230 0
  46  232 0
  48  235 0
  51  240 0
  51  247 0
  54  246 0
  55  237 0
  53  228 0
  46  217 0
  45  216 0
  46  228 0
  46  227 0
  49  228 0
  49  221 0
  49  218 0
  41  225 0
  38  222 0
  32  215 0
  27  216 0
  23  221 0
  23  212 0
  29  208 0
  21  215 0
  19  225 0
  13  222 0
  23  211 0
  39  208 0
  41  206 0
  31  192 0
  28  193 0
  20  198 0
  35  198 0
  29  196 0
  25  201 0
  23  206 0
  18  207 0
  28  204 0
  34  200 0
  41  202 0
  45  209 0
  47  216 0
  49  223 0
  44  226 0
  51  233 0
  56  233 0
  61  225 0
  61  213 0
  57  206 0
  49  197 0
  43  196 0
  47  210 0
  51  214 0
  58  225 0
  58  228 0
  59  239 0
  57  249 0
  59  232 0
  57  220 0
  50  207 0
  46  204 0
  29  194 0
  21  198 0
   8  209 0
   3  218 0
   4  231 0
   7  221 0
   8  215 0
  10  226 0
  16  208 0
  15  220 0
  17  211 0
  31  209 0
  34  211 0
  33  208 0
  35  209 0
  35  205 0
  48  206 0
  57  212 0
  48  222 0
  47  225 0
  52  222 0
  55  224 0
  62  234 0
  55  242 0
  51  245 0
  40  247 0
  39  250 0
  33  252 0
  29  252 0
  18  251 0
  12  238 0
  12  237 0
  20  240 0
  17  236 0
  11  238 0
   7  245 0
   5  238 0
   4  233 0
   6  220 0
   7  207 0
  19  201 0
  14  207 0
  12  213 0
  19  223 0
  23  226 0
  25  232 0
  23  233 0
  25  236 0
  23  237 0
  35  226 0
  43  217 0
  43  222 0
  45  210 0
  41  213 0
  47  213 0
  55  221 0
 338  154 0
 329  151 0
 332  150 0
 336  154 0
 326  151 0
 334  159 0
 337  164 0
 336  143 0
 321  148 0
 326  158 0
 329  157 0
 331  156 0
 325  159 0
 315  146 0
 332  148 0
 327  139 0
 320  148 0
 317  153 0
 320  127 0
 311  116 0
 308  110 0
 307  112 0
 313  132 0
 304  136 0
 297  128 0
 305  153 0
 316  176 0
 331  186 0
 343  166 0
 342  152 0
 331  171 0
 341  170 0
 346  159 0
 349  137 0
 338  118 0
 337  121 0
 337  135 0
 353  151 0
 360  170 0
 346  188 0
 339  191 0
 312  164 0
 299  152 0
 301  139 0
 294  165 0
 301  178 0
 309  186 0
 318  192 0
 310  162 0
 308  156 0
 326  173 0
 327  176 0
 313  176 0
 291  154 0
 286  134 0
 304  118 0
 316  109 0
 329  106 0
 341  111 0
 358  132 0
 358  151 0
 357  166 0
 352  178 0
 351  184 0
 341  181 0
 310  143 0
 315  161 0
 302  167 0
 305  172 0
 311  182 0
 290  168 0
 292  146 0
 295  139 0
 301  130 0
 314  118 0
 321  112 0
 327  112 0
 329  123 0
 327  128 0
 330  136 0
 342  127 0
 350  145 0
 343  143 0
 347  147 0
 356  151 0
 360  162 0
 353  174 0
 348  185 0
 326  187 0
