800 2
  77  156 0
  71  146 0
  67  142 0
  67  133 0
  81  130 0
  80  121 0
  96  121 0
 105  125 0
 118  122 0
 133  121 0
 133  129 0
 131  132 0
 141  133 0
 150  132 0
 166  136 0
 172  138 0
 187  140 0
 185  141 0
 178  145 0
 168  147 0
 147  147 0
 148  152 0
 148  163 0
 148  173 0
 148  188 0
 147  196 0
 146  190 0
 135  175 0
 132  170 0
 126  163 0
 119  176 0
 117  180 0
 106  196 0
 105  188 0
 105  179 0
 105  172 0
 105  164 0
  85  174 0
  71  179 0
  63  183 0
  64  181 0
  67  165 0
  70  153 0
  71  153 0
  62  140 0
  53  129 0
  48  122 0
  61  121 0
  74  121 0
  96  123 0
 101  123 0
 103  117 0
 106  101 0
 108   99 0
 116   94 0
 118   88 0
 118   97 0
 124  113 0
 125  119 0
 149  129 0
 148  132 0
 160  133 0
 147  145 0
 134  146 0
 124  155 0
 114  167 0
 112  175 0
 109  173 0
 103  160 0
  93  167 0
  82  172 0
  85  156 0
 100  154 0
  92  148 0
  86  144 0
  81  140 0
 104  140 0
 108  138 0
 106  154 0
 114  155 0
 133  156 0
 134  159 0
 138  166 0
 141  170 0
 138  155 0
 144  142 0
 133  141 0
 122  140 0
  97  139 0
  94  137 0
 109  130 0
 119  129 0
 116  120 0
 113  111 0
 113  110 0
  97  132 0
  87  134 0
  96  138 0
 117  143 0
 118  146 0
 119  149 0
 111  145 0
 111  143 0
 115  143 0
 122  148 0
  91  159 0
  89  167 0
  78  167 0
  79  164 0
  84  157 0
 116  161 0
 120  155 0
 135  144 0
 150  143 0
 164  142 0
 133  136 0
 124  123 0
 116  119 0
 118  108 0
 111   98 0
 111  107 0
 105  116 0
  90  123 0
  82  125 0
  71  129 0
  79  136 0
  88  144 0
  99  149 0
 108  150 0
 112  139 0
 116  136 0
 117  132 0
 119  123 0
 118  114 0
 117  109 0
  97  125 0
  84  132 0
  81  137 0
  96  149 0
 102  154 0
 110  153 0
 125  151 0
 121  158 0
  98  160 0
  84  161 0
  89  155 0
  96  150 0
 108  147 0
 115  146 0
 123  149 0
 126  153 0
 123  153 0
 124  150 0
 126  144 0
 129  135 0
 113  130 0
 103  130 0
  79  129 0
 123  140 0
 155  140 0
 119  142 0
 115  145 0
 114  145 0
 111  146 0
 105  153 0
  99  150 0
  97  147 0
 101  144 0
  99  140 0
  78  136 0
  69  133 0
  59  129 0
  59  128 0
  58  128 0
  72  128 0
  95  129 0
  99  127 0
 106  120 0
 111  119 0
 110  113 0
 111  108 0
 110  100 0
 114   95 0
 115  107 0
 121  117 0
 137  123 0
 155  129 0
 147  140 0
 140  164 0
 139  177 0
 145  180 0
 109  176 0
 107  184 0
 106  163 0
 104  157 0
 104  155 0
 104  152 0
 107  149 0
 109  148 0
 113  148 0
  65  -36 0
  65  -49 0
  64  -59 0
  71  -83 0
  71  -87 0
  66  -75 0
  66  -82 0
  87  -84 0
 104  -85 0
 120  -84 0
 132  -83 0
 141  -83 0
 152  -83 0
 172  -83 0
 193  -82 0
 205  -82 0
 218  -82 0
 214  -74 0
 214  -60 0
 213  -50 0
 212  -37 0
 214  -32 0
 212  -27 0
  77  -30 0
  94  -31 0
 103  -31 0
 114  -30 0
 135  -29 0
 142  -28 0
 157  -28 0
 169  -27 0
 183  -28 0
 200  -28 0
 206  -29 0
 120  -49 0
  95  -50 0
  94  -56 0
 128  -59 0
 113  -64 0
  95  -68 0
  83  -55 0
  79  -48 0
  76  -54 0
  87  -61 0
 124  -64 0
 140  -62 0
 148  -51 0
 158  -48 0
 179  -42 0
 194  -48 0
 182  -54 0
 173  -64 0
 204  -65 0
 201  -62 0
 182  -61 0
 167  -50 0
 118  -37 0
 100  -40 0
  90  -40 0
  83  -43 0
 112  -49 0
  79  -65 0
  81  -67 0
  95  -71 0
 118  -72 0
 132  -71 0
 161  -69 0
 160  -67 0
 162  -58 0
 155  -53 0
 136  -48 0
 151  -40 0
 167  -39 0
 167  -43 0
 196  -40 0
 196  -53 0
 201  -67 0
 190  -69 0
 168  -70 0
 133  -71 0
  93  -70 0
  84  -71 0
  98  -61 0
 125  -51 0
  96  -51 0
  86  -48 0
  77  -63 0
  77  -65 0
  83  -72 0
 109  -69 0
 109  -57 0
 145  -68 0
 155  -59 0
 167  -55 0
 203  -59 0
 202  -78 0
 170  -74 0
 140  -74 0
 122  -74 0
 105  -74 0
  79  -73 0
  75  -70 0
  72  -49 0
  92  -39 0
 113  -36 0
 130  -35 0
 141  -36 0
 177  -36 0
 170  -42 0
 134  -55 0
 194  -63 0
 195  -52 0
 202  -48 0
 188  -40 0
 163  -38 0
 138  -47 0
 120  -66 0
  96  -78 0
  79  -79 0
  89  -79 0
 100  -78 0
 141  -75 0
 162  -75 0
 177  -75 0
 183  -72 0
 185  -65 0
 208  -43 0
 197  -41 0
 163  -40 0
 144  -43 0
 109  -40 0
 101  -55 0
 108  -59 0
 155  -56 0
 168  -52 0
 163  -44 0
 131  -47 0
 129  -57 0
 148  -64 0
 173  -70 0
 213  -63 0
 170  -51 0
 135  -60 0
 122  -60 0
 133  -60 0
 158  -57 0
 165  -56 0
 149  -65 0
 110  -68 0
 129  -52 0
 140  -55 0
 151  -62 0
 151  -71 0
 130  -71 0
 117  -72 0
 104  -71 0
 103  -54 0
 141  -50 0
 151  -51 0
 147  -53 0
 127  -49 0
 130  -58 0
 157  -50 0
 186  -58 0
 225  -62 0
 206  -51 0
 202  -44 0
 191  -65 0
 151  -78 0
 116  -76 0
 100  -77 0
  82  -61 0
  82  -33 0
 114  -35 0
 136  -36 0
 145  -37 0
 149  -43 0
 151  -47 0
 148  -52 0
 153  -55 0
 155  -55 0
 182  -55 0
 182  -50 0
 195  -44 0
 194  -35 0
 198  -47 0
 194  -66 0
 160  -74 0
 141  -73 0
 120  -73 0
 111  -65 0
 118  -63 0
 137  -57 0
 150  -57 0
 151  -56 0
 115  -54 0
  90  -46 0
  88  -51 0
 106  -52 0
 137  -48 0
 291   62 0
 301   71 0
 318   84 0
 329   93 0
 341  104 0
 352  103 0
 369   93 0
 385   81 0
 396   72 0
 409   61 0
 418   56 0
 307   54 0
 325   37 0
 339   27 0
 351   24 0
 381   28 0
 400   35 0
 416   50 0
 378   35 0
 365   30 0
 373   50 0
 358   53 0
 329   42 0
 353   62 0
 339   69 0
 347   84 0
 338   82 0
 328   79 0
 319   70 0
 350   68 0
 345   55 0
 346   49 0
 338   43 0
 322   60 0
 336   68 0
 352   66 0
 352   83 0
 359   86 0
 372   71 0
 369   60 0
 389   60 0
 379   49 0
 359   39 0
 352   41 0
 324   53 0
 316   60 0
 306   63 0
 295   59 0
 308   52 0
 320   43 0
 332   36 0
 348   24 0
 353   24 0
 359   26 0
 382   35 0
 390   39 0
 407   45 0
 412   48 0
 398   53 0
 387   61 0
 374   74 0
 361   79 0
 346   94 0
 340   85 0
 325   75 0
 320   70 0
 341   69 0
 347   61 0
 351   53 0
 359   53 0
 372   53 0
 383   52 0
 366   56 0
 352   43 0
 371   49 0
 373   72 0
 370   76 0
 358   72 0
 352   51 0
 343   52 0
 327   61 0
 322   62 0
 347   77 0
 373   61 0
 374   76 0
 355   88 0
 366   82 0
 397   59 0
 383   49 0
 361   40 0
 340   47 0
 335   60 0
 338   62 0
 334   67 0
 338   77 0
 323   72 0
 319   68 0
 343   54 0
 353   35 0
 368   44 0
 393   55 0
 396   60 0
 380   66 0
 362   78 0
 351   91 0
 347   91 0
 327   81 0
 307   71 0
 317   63 0
 338   45 0
 362   43 0
 386   49 0
 373   51 0
 326   51 0
 322   78 0
 329   84 0
 329   81 0
 328   65 0
 344   70 0
 371   57 0
 382   53 0
 356   36 0
 346   30 0
 360   31 0
 392   43 0
 358   35 0
-137   83 0
-156   59 0
-147   41 0
-128   30 0
 -92   32 0
 -77   47 0
 -74   65 0
 -89   92 0
-109   95 0
-151   91 0
-145   71 0
-133   57 0
-107   65 0
-110   73 0
-123   62 0
-115   49 0
-113   61 0
-129   49 0
 -95   49 0
 -93   62 0
 -95   71 0
-101   79 0
-114   86 0
-132   79 0
-134   60 0
-137   48 0
-122   42 0
-114   61 0
-113   72 0
-109   84 0
-116   76 0
-115   45 0
 -96   62 0
-100   76 0
-121   81 0
-148   52 0
-134   41 0
-126   33 0
 -96   40 0
 -89   57 0
 -90   72 0
-102   87 0
-119   93 0
-128   92 0
-147   85 0
-151   74 0
-147   70 0
-141   50 0
-117   42 0
 -99   45 0
 -89   62 0
-107   69 0
-112   75 0
-131   58 0
-128   43 0
-110   46 0
 -98   64 0
 -88   84 0
-110   84 0
-135   85 0
-134   64 0
-126   62 0
-129   52 0
-117   47 0
-100   53 0
 -96   63 0
-116   78 0
-133   69 0
-128   81 0
-127   92 0
-138   77 0
-140   51 0
-128   56 0
-121   43 0
 -95   64 0
-117   69 0
-119   74 0
 -99   79 0
-104   91 0
-125   93 0
-140   82 0
-141   55 0
-129   42 0
-120   33 0
-103   36 0
 -84   49 0
 -86   67 0
 -88   82 0
-121   84 0
-127   65 0
-113   41 0
 -82   64 0
 -85   83 0
 -87   84 0
-103   88 0
-144   82 0
-146   60 0
 -91   81 0
-138   78 0
-147   63 0
-136   47 0
 -96   54 0
 -95   82 0
-108   89 0
-128   31 0
-147   36 0
-146   89 0
-132   99 0
-119  103 0
-112  102 0
 -91   90 0
 -84   80 0
 -76   62 0
 -82   45 0
 -98   34 0
-111   28 0
-123   29 0
-146   39 0
-149   79 0
-145   93 0
-131   99 0
-117  101 0
-100  100 0
 -84   87 0
 -79   76 0
 -79   58 0
 -77   43 0
 -86   36 0
-109   32 0
-118   30 0
-131   33 0
-145   63 0
-116   92 0
-103   94 0
-125   57 0
-118   54 0
 -83   49 0
-107   46 0
-121   54 0
-113   66 0
-120   45 0
-108   56 0
-103   64 0
-118   60 0
-120   47 0
-106   55 0
 -99   69 0
-112   44 0
-104   41 0
-112   43 0
-103   49 0
-111   58 0
-115   57 0
-114   54 0
-103   54 0
-101   56 0
 -98   62 0
-110   59 0
-115   44 0
 -93   41 0
-115   74 0
-128   55 0
-121   34 0
 -96   64 0
-111   66 0
-114   66 0
-117   66 0
-118   65 0
-121   56 0
-105   53 0
-112   62 0
-117   68 0
-120   68 0
-141   59 0
  36   54 0
   6   74 0
 -65   48 0
 -10   36 0
  11   42 0
 -15   -9 0
  55   -9 0
  78   10 0
  62   41 0
  75   45 0
 116   58 0
 159   43 0
 164   81 0
 110   74 0
  71   96 0
  47  126 0
  12  145 0
   6   94 0
  55   70 0
  61   53 0
 203   62 0
 222   92 0
 247   76 0
 267   92 0
 229  106 0
 280  116 0
 282   87 0
 228   39 0
 223    6 0
 166  -16 0
 128   18 0
  98   12 0
 102  -15 0
  39  -55 0
  33  -50 0
  -8   -3 0
 -29  -13 0
 -15   58 0
 -13   13 0
 155   26 0
 178    5 0
 205   16 0
 264    5 0
 204  -20 0
 252  -11 0
 261   23 0
 282   46 0
 212   69 0
 203  112 0
 199  156 0
 146  194 0
  26  181 0
 -29  143 0
 -33  123 0
 -47   74 0
 -55   36 0
 -40   11 0
 -27   -7 0
 -20  -30 0
  43    6 0
 163   -6 0
 228  -34 0
 291  -21 0
 283   16 0
 138   11 0
 111   43 0
  94   54 0
  45   46 0
  42   50 0
  57   48 0
  92    2 0
  76   16 0
  17   30 0
  -4   53 0
 -50   77 0
 -52   86 0
   6  117 0
  16  126 0
  57  155 0
 196  140 0
 249  125 0
 288  114 0
 297   65 0
 264  -24 0
 237  -46 0
 271  -31 0
 291   -9 0
 255  -21 0
  27  -56 0
  29  -32 0
  87   12 0
 187   38 0
 194   32 0
 175   36 0
  62   25 0
 123   32 0
 166   16 0
 204   27 0
 211   21 0
 211   19 0
